CountryofLiving,fob_social,fob_stores,fob_curfew,sob_social,sob_stores,sob_curfew,perceivedreaction,govtrust,govfact,react_pub_appr,perceivedeffectivnes
United States,Yes,Yes,Yes,52,51,48,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,No,No,75,77,10,The reaction is appropriate,Somewhat distrust,Neither truthful nor untruthful,The reaction is somewhat too extreme,Very effective
United States,Yes,Yes,No,40,25,25,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,70,50,50,The reaction is not at all sufficient,Somewhat trust,Somewhat truthful,The reaction is appropriate,Effective
United States,Yes,Yes,No,58,48,13,The reaction is somewhat insufficient,Somewhat trust,Neither truthful nor untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,No,65,50,20,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,50,40,30,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,81,60,40,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,63,59,32,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,90,70,50,The reaction is somewhat insufficient,Somewhat trust,Somewhat truthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,No,70,50,25,The reaction is somewhat insufficient,Somewhat trust,Somewhat truthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,40,30,40,The reaction is appropriate,Strongly distrust,Somewhat untruthful,The reaction is much too extreme,Very effective
United States,Yes,No,No,69,69,40,The reaction is appropriate,Strongly distrust,Very untruthful,The reaction is appropriate,Effective
United States,Yes,No,Yes,72,0,17,The reaction is somewhat insufficient,Somewhat trust,Somewhat truthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,60,55,54,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Neither effective nor ineffective
United States,Yes,Yes,Yes,80,88,41,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,93,93,91,The reaction is appropriate,Neither trust nor distrust,Somewhat untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,60,55,45,The reaction is somewhat insufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,80,95,50,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,70,55,55,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,50,25,25,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,64,52,76,The reaction is somewhat insufficient,Neither trust nor distrust,Somewhat truthful,The reaction is not at all sufficient,Very effective
United States,Yes,No,No,70,50,32,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,61,50,45,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,66,66,66,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,90,80,80,The reaction is somewhat insufficient,Somewhat distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,68,86,70,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,79,75,63,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,No,Yes,86,81,52,The reaction is somewhat insufficient,Neither trust nor distrust,Somewhat truthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,60,60,60,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is appropriate,Very effective
United States,Yes,Yes,No,50,46,40,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,No,70,70,25,The reaction is appropriate,Somewhat distrust,Neither truthful nor untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,72,51,21,The reaction is somewhat insufficient,Strongly distrust,Somewhat truthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,63,54,34,The reaction is appropriate,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,65,75,30,The reaction is not at all sufficient,Somewhat trust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,50,50,46,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,59,60,43,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,60,40,30,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,55,40,55,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,60,60,70,The reaction is somewhat insufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,70,60,60,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,70,60,55,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,50,55,38,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,No,No,51,46,41,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,75,65,39,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat too extreme,Effective
United States,Yes,Yes,Yes,66,40,33,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,96,96,96,The reaction is appropriate,Neither trust nor distrust,Neither truthful nor untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,No,90,72,39,The reaction is somewhat insufficient,Somewhat distrust,Very truthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,93,75,40,The reaction is somewhat insufficient,Somewhat trust,Neither truthful nor untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,98,96,92,The reaction is appropriate,Strongly trust,Very truthful,The reaction is somewhat too extreme,Very effective
United States,Yes,Yes,No,60,50,17,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,No,50,50,25,The reaction is not at all sufficient,Strongly trust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,66,66,66,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,62,32,22,The reaction is appropriate,Somewhat trust,Somewhat truthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,65,75,60,The reaction is not at all sufficient,Somewhat trust,Somewhat untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,No,39,19,19,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,75,75,75,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,80,60,25,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,No,50,40,25,The reaction is somewhat insufficient,Neither trust nor distrust,Somewhat untruthful,The reaction is appropriate,Very effective
United States,Yes,Yes,No,41,19,8,The reaction is not at all sufficient,Somewhat trust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,No,75,65,40,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is appropriate,Very effective
United States,Yes,Yes,No,70,60,35,The reaction is appropriate,Somewhat trust,Somewhat truthful,The reaction is appropriate,Very effective
United States,Yes,Yes,Yes,50,50,50,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,No,50,20,20,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,No,Yes,Yes,80,75,66,The reaction is somewhat insufficient,Somewhat distrust,Somewhat truthful,The reaction is not at all sufficient,Very effective
United States,Yes,No,Yes,71,82,21,The reaction is appropriate,Neither trust nor distrust,Somewhat truthful,The reaction is somewhat too extreme,Effective
United States,Yes,Yes,No,40,44,31,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,33,33,21,The reaction is somewhat insufficient,Somewhat distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,25,83,63,The reaction is somewhat insufficient,Somewhat distrust,Neither truthful nor untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,51,37,26,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,71,39,25,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,No,No,60,10,10,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,100,98,100,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is not at all sufficient,Neither effective nor ineffective
United States,Yes,Yes,No,72,45,23,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,80,60,69,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat too extreme,Very effective
United States,Yes,Yes,No,65,50,48,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,No,81,88,55,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is appropriate,Very effective
United States,Yes,Yes,No,79,78,10,The reaction is not at all sufficient,Somewhat trust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,No,No,60,25,10,The reaction is appropriate,Somewhat distrust,Somewhat truthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,69,50,70,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,90,70,50,The reaction is appropriate,Somewhat distrust,Somewhat untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,No,65,70,37,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,95,95,53,The reaction is not at all sufficient,Somewhat trust,Somewhat untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,50,55,15,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,61,30,40,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,60,77,50,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,No,52,58,53,The reaction is not at all sufficient,Neither trust nor distrust,Very untruthful,The reaction is appropriate,Effective
United States,Yes,No,No,65,26,9,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,60,41,30,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,No,No,63,52,35,The reaction is not at all sufficient,Somewhat distrust,Somewhat truthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,No,68,53,18,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,50,30,10,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,42,72,72,The reaction is somewhat insufficient,Neither trust nor distrust,Somewhat untruthful,The reaction is somewhat insufficient,Neither effective nor ineffective
United States,Yes,Yes,No,83,80,20,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,69,30,18,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Not effective
United States,Yes,No,No,60,20,20,The reaction is somewhat insufficient,Somewhat distrust,Somewhat truthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,90,49,50,The reaction is somewhat insufficient,Somewhat distrust,Very untruthful,The reaction is somewhat insufficient,Not effective
United States,Yes,Yes,Yes,85,60,40,The reaction is somewhat insufficient,Somewhat trust,Somewhat truthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,50,76,20,The reaction is somewhat insufficient,Somewhat trust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,60,30,20,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Not effective
United States,Yes,Yes,Yes,87,85,58,The reaction is somewhat insufficient,Somewhat trust,Very truthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,60,60,50,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,59,31,5,The reaction is somewhat insufficient,Strongly distrust,Very untruthful,The reaction is appropriate,Neither effective nor ineffective
United States,Yes,Yes,Yes,68,76,60,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,No,70,1,1,The reaction is somewhat too extreme,Somewhat distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,No,60,67,21,The reaction is somewhat insufficient,Somewhat distrust,Very untruthful,The reaction is appropriate,Very effective
United States,Yes,Yes,Yes,50,48,50,The reaction is appropriate,Strongly trust,Somewhat truthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,76,57,64,The reaction is somewhat insufficient,Somewhat distrust,Very untruthful,The reaction is appropriate,Very effective
United States,Yes,Yes,No,60,45,30,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,75,50,40,The reaction is appropriate,Somewhat trust,Somewhat truthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,90,61,35,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,50,53,20,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,60,50,30,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,60,40,41,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,40,25,10,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,No,No,50,20,10,The reaction is appropriate,Somewhat distrust,Somewhat untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,71,63,63,The reaction is somewhat insufficient,Neither trust nor distrust,Somewhat truthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,70,70,15,The reaction is somewhat insufficient,Somewhat distrust,Very untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,70,60,40,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,61,49,30,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,40,40,30,The reaction is not at all sufficient,Somewhat trust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,83,80,75,The reaction is appropriate,Somewhat trust,Somewhat truthful,The reaction is somewhat too extreme,Effective
United States,Yes,Yes,Yes,70,50,40,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,80,70,70,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,70,50,36,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,No,60,51,30,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is appropriate,Very effective
United States,Yes,Yes,Yes,60,50,20,The reaction is appropriate,Neither trust nor distrust,Neither truthful nor untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,80,80,80,The reaction is appropriate,Somewhat trust,Somewhat truthful,The reaction is appropriate,Neither effective nor ineffective
United States,Yes,Yes,Yes,52,55,36,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,65,50,40,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,30,30,30,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,No,75,50,35,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,60,70,40,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,72,61,60,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,50,40,30,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is appropriate,Very effective
United States,Yes,Yes,Yes,58,32,46,The reaction is somewhat insufficient,Somewhat distrust,Very untruthful,The reaction is appropriate,Very effective
United States,Yes,Yes,Yes,80,81,42,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,No,70,50,20,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,No,No,84,50,49,The reaction is somewhat insufficient,Somewhat trust,Very truthful,The reaction is somewhat too extreme,Very effective
United States,Yes,Yes,Yes,41,32,17,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,50,30,5,The reaction is not at all sufficient,Somewhat trust,Very truthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,40,30,15,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,75,60,55,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,50,27,14,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,No,Yes,90,70,86,The reaction is appropriate,Somewhat trust,Somewhat truthful,The reaction is appropriate,Very effective
United States,Yes,Yes,Yes,90,80,50,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,65,55,33,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,100,50,51,The reaction is appropriate,Strongly trust,Very truthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,66,55,40,The reaction is somewhat insufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,No,Yes,82,64,40,The reaction is appropriate,Neither trust nor distrust,Neither truthful nor untruthful,The reaction is appropriate,Effective
United States,Yes,No,Yes,60,20,10,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,71,70,30,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,No,No,60,50,25,The reaction is appropriate,Somewhat trust,Neither truthful nor untruthful,The reaction is somewhat too extreme,Neither effective nor ineffective
United States,Yes,No,Yes,81,82,79,The reaction is appropriate,Neither trust nor distrust,Somewhat truthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,47,32,28,The reaction is not at all sufficient,Neither trust nor distrust,Somewhat untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,No,80,60,60,The reaction is somewhat insufficient,Somewhat trust,Somewhat truthful,The reaction is somewhat too extreme,Effective
United States,Yes,Yes,Yes,51,55,32,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,50,50,40,The reaction is somewhat insufficient,Neither trust nor distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,71,71,45,The reaction is somewhat insufficient,Somewhat trust,Somewhat untruthful,The reaction is appropriate,Neither effective nor ineffective
United States,Yes,Yes,No,50,40,1,The reaction is somewhat too extreme,Strongly distrust,Somewhat untruthful,The reaction is appropriate,Not effective
United States,Yes,Yes,No,61,40,21,The reaction is appropriate,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,20,10,5,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,72,50,50,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is not at all sufficient,Not effective
United States,Yes,Yes,Yes,50,45,30,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,60,50,30,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,60,65,50,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,67,66,50,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,No,Yes,63,54,45,The reaction is somewhat insufficient,Somewhat trust,Somewhat untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,No,70,65,36,The reaction is somewhat insufficient,Neither trust nor distrust,Somewhat truthful,The reaction is appropriate,Effective
United States,Yes,Yes,No,40,37,27,The reaction is somewhat insufficient,Somewhat distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,71,41,41,The reaction is not at all sufficient,Somewhat distrust,Somewhat truthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,No,50,45,50,The reaction is appropriate,Somewhat distrust,Somewhat untruthful,The reaction is somewhat too extreme,Effective
United States,Yes,Yes,Yes,19,20,10,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,50,36,36,The reaction is not at all sufficient,Somewhat trust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,84,52,40,The reaction is somewhat insufficient,Somewhat distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,65,67,64,The reaction is appropriate,Somewhat trust,Somewhat truthful,The reaction is somewhat insufficient,Effective
United States,Yes,No,No,90,49,31,The reaction is somewhat insufficient,Neither trust nor distrust,Neither truthful nor untruthful,The reaction is appropriate,Very effective
United States,Yes,Yes,Yes,60,50,41,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,82,85,63,The reaction is appropriate,Somewhat distrust,Somewhat untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,No,50,50,20,The reaction is not at all sufficient,Somewhat trust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,65,60,30,The reaction is not at all sufficient,Strongly distrust,Somewhat truthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,50,50,20,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,81,85,85,The reaction is somewhat insufficient,Somewhat trust,Somewhat truthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,53,30,19,The reaction is somewhat insufficient,Somewhat trust,Somewhat truthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,75,50,10,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,57,50,45,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,No,57,45,24,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,50,16,7,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,50,30,20,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is appropriate,Effective
United States,Yes,No,No,51,20,10,The reaction is somewhat too extreme,Neither trust nor distrust,Somewhat untruthful,The reaction is somewhat too extreme,Effective
United States,Yes,Yes,Yes,52,51,33,The reaction is somewhat insufficient,Somewhat distrust,Very truthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,No,60,58,27,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,65,50,35,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,50,40,40,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,61,51,6,The reaction is somewhat insufficient,Somewhat distrust,Somewhat truthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,50,50,30,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,70,75,60,The reaction is somewhat insufficient,Somewhat trust,Somewhat truthful,The reaction is somewhat insufficient,Very effective
United States,Yes,No,No,65,74,50,The reaction is somewhat too extreme,Neither trust nor distrust,Somewhat truthful,The reaction is much too extreme,Effective
United States,Yes,Yes,Yes,76,63,53,The reaction is not at all sufficient,Somewhat distrust,Somewhat truthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,No,60,55,45,The reaction is not at all sufficient,Somewhat trust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,70,50,60,The reaction is somewhat insufficient,Somewhat trust,Somewhat untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,No,75,70,40,The reaction is appropriate,Strongly trust,Very truthful,The reaction is appropriate,Effective
United States,Yes,Yes,No,80,90,50,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,No,No,47,21,13,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,30,20,10,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
